database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	L_01_1	L_02_1	L_03_1	L_04_1	L_05_1	L_06_1	L_08_1	L_09_1	L_10_1	L_11_1	L_12_1	L_13_1	L_16_1	L_17_1	L_18_1	L_19_1	L_20_1	L_21_1	L_22_1	L_23_1	L_24_1	L_25_1	L_26_1	L_27_1	L_28_1	L_29_1	L_30_1	L_31_1	L_32_1	L_33_1	L_34_1	L_35_1	L_36_1	L_37_1	L_38_1	L_39_1	L_40_1	L_42_1	L_44_1	L_45_1	L_46_1	L_47_1	L_48_1	L_50_1	L_51_1	L_52_1	L_53_1	L_54_1	L_57_1	L_60_1	alkane_1
CHEBI:14314	C6H13O9P			Glucose-6-phosphate					2322	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										9.6434	4.9664	11.408	9.2982	10.9365	10.3397	11.7194	11.2251	8.7229	9.6843	8.3115	8.2909	4.5656	7.8944	9.7254	8.5082	9.5447	8.7597	9.0649	6.5787	7.4587	9.3595	11.1872	12.6226	6.1785	9.4055	9.408	8.366	7.1733	8.7118	7.1691	8.9949	4.6407	11.1676	8.4704	7.2119	12.7865	17.6424	14.5652	15.5417	17.5878	13.7979	14.2944	18.0468	16.8004	16.8975	13.0892	10.955	12.323	14.1933	
unknown				MST					2335	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										2.9007	2.3496	2.976	3.3878	2.8788	3.434	2.8914	3.4677	3.4095	3.2089	2.8433	2.6214	1.7107	2.7243	3.5344	3.5447	2.9019	2.7378	2.9691	2.2068	1.8757	2.4472	2.691	2.6461	2.1026	2.6489	2.8406	2.7407	1.6465	3.0132	2.3729	2.5962	1.311	2.8422	2.5734	2.7055	2.0972	4.0271	2.9597	4.1258	3.348	3.5655	4.1933	3.8113	3.2754	4.0279	4.0239	3.0482	3.9325	3.368	
unknown				MST					2354	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										22.6879	15.7599	25.7038	21.3259	23.4297	21.8475	25.564	26.2514	22.2955	26.101	21.6074	24.2613	16.324	20.2886	22.9432	27.6459	24.3754	23.6268	23.9503	17.1806	13.5866	20.0785	23.0512	25.9902	17.3404	23.5405	22.9017	21.963	12.5118	21.7515	18.3383	20.9454	12.3697	21.5058	23.3483	17.5258	19.8744	25.2501	22.7277	23.508	25.1509	26.3798	26.1702	27.1146	26.3322	24.3829	24.574	23.4914	26.4719	23.5758	
unknown				MST					2376	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										3.0894	5.3586	23.8517	4.2676	4.0822	3.232	20.7687	5.7596	3.997	6.4894	4.1109	10.0618	4.092	3.7543	11.7106	3.2636	8.8975	3.3499	3.4633	2.3479	2.9553	2.7074	3.059	3.6175	4.2735	3.5232	4.0487	3.2305	1.906	3.3617	3.2256	2.5667	1.9927	2.5982	2.9818	2.7535	2.2095	5.1129	2.9599	4.7356	3.936	16.2999	9.6601	8.6022	6.1731	5.2523	6.7872	5.6246	13.1601	4.2301	
unknown				PR-MST					2383	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										4.4282	6.5013	14.1447	4.826	4.4295	4.4846	12.3187	6.3969	4.5477	5.7332	4.809	10.5767	2.6561	4.2488	10.1473	6.1908	7.9877	4.8715	4.6814	3.8751	2.9032	3.2064	4.443	4.1921	4.9929	4.1954	4.0829	3.946	2.0473	4.3154	3.5066	4.0654	1.669	4.1177	3.9019	4.4356	3.127	5.3995	3.3635	6.1608	4.7315	11.0834	10.0117	8.8796	6.1558	6.2538	8.504	8.2335	9.6956	4.6279	
CHEBI:18297	C6H13O9P	O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(O)(O)=O)[C@H](O)[C@@H]1O	InChI=1S/C6H13O9P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-11H,(H2,12,13,14)/t1-,2-,3+,4-,5-,6-/m1/s1	Inositol-1-phosphate					2404	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										38.1271	43.2158	48.5296	47.8646	44.5744	47.955	47.0576	50.5743	47.4668	49.3011	43.6844	33.5186	35.614	55.1806	52.6857	49.2447	43.336	47.7257	49.7573	44.371	43.4554	42.0577	43.9406	44.0153	39.5215	49.2003	42.5923	44.9939	41.2032	42.3546	43.6834	37.2765	37.3819	46.0451	46.8898	42.5771	38.1111	44.008	40.5256	44.7469	46.7063	46.6059	51.0715	47.0773	44.4557	42.4507	47.6996	22.4751	49.6005	42.306	
unknown				sugar disaccharide					2426	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										5.0586	2.4281	3.4206	4.2186	3.3551	3.7428	3.7771	5.4319	3.1861	4.1422	3.1508	5.6667	1.6987	3.4441	4.405	5.83	4.1604	3.7861	3.5642	2.7921	1.5286	3.0873	3.4383	3.2075	3.5824	3.2038	3.477	3.8001	1.3996	3.8413	3.0581	4.3375	1.3386	3.4605	3.6014	3.9831	3.286	6.0827	5.144	5.6837	5.5477	5.5842	6.4033	5.5436	5.1009	6.0974	6.1082	7.385	5.0754	4.5396	
unknown				MST					2463	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										44.9208	22.4369	36.1674	34.9377	32.2953	31.2905	34.474	45.8846	36.0335	36.1331	32.1325	41.8762	17.7453	32.8653	39.6569	42.1839	35.0661	31.6374	31.9573	24.459	15.8415	25.3642	31.2541	35.1099	25.6536	26.9516	31.5537	32.6788	15.1921	30.0807	28.3166	34.2414	14.1019	33.0982	29.7689	30.2341	27.6539	34.5336	26.9288	36.1892	27.4387	33.7611	37.838	31.7415	34.1824	44.2274	38.9337	33.719	35.76	31.0794	
unknown				sugar disaccharide					2477	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										15.7805	13.3262	9.4974	13.6268	7.3323	13.8795	8.1172	14.1725	13.6177	7.3942	10.1096	15.9623	0.76233	17.0835	11.0116	12.5439	14.4692	12.4157	8.676	12.8475	9.3764	11.5161	15.505	9.9294	12.6669	9.7486	11.0842	12.7918	8.3917	13.3569	12.6132	14.7437	9.5203	11.9624	9.3714	12.7751	9.152	12.719	5.8764	11.5729	6.2898	6.9565	9.4376	6.0041	9.0561	14.1422	12.4618	13.935	9.2306	7.6465	
unknown				sugar disaccharide					2511	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										15.0631	8.9844	15.6244	14.0397	11.9466	14.4305	14.7437	16.8394	11.623	13.3823	12.5538	16.6045	8.2228	11.746	16.3746	14.523	14.5544	14.6087	14.63	11.4036	7.3523	11.4439	11.7777	13.2731	11.3269	13.7347	12.9095	14.5233	6.0382	12.5509	12.0732	12.9515	5.8262	13.9462	11.6329	11.8351	12.0296	12.8919	11.0022	12.0256	13.0043	13.4996	15.2361	11.4396	13.9349	16.8511	13.4464	12.337	12.4803	12.8	
unknown				sugar disaccharide					2522	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										9.5758	7.3858	11.8434	10.1498	9.3835	10.6176	9.8607	10.4352	9.6625	11.5723	8.1134	11.2456	8.037	9.0008	11.6431	10.2248	9.1726	9.627	10.9144	7.3701	6.2932	8.1544	8.206	9.2286	7.3329	9.8053	8.4085	8.1942	6.1762	9.5277	8.4096	7.4494	5.6668	7.8699	9.4801	8.753	6.7823	9.8067	8.5117	10.7406	9.3966	9.0238	10.532	11.2067	8.9042	9.7581	10.8322	10.3349	11.2283	8.8459	
CHEBI:25520	C12H21N3O6	C1CN(C1C(=O)O)CCC(C(=O)O)NCCC(C(=O)O)N	InChI=1S/C12H21N3O6/c13-7(10(16)17)1-4-14-8(11(18)19)2-5-15-6-3-9(15)12(20)21/h7-9,14H,1-6,13H2,(H,16,17)(H,18,19)(H,20,21)	Nicotianamine					2568	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										2.7529	4.7593	5.0156	4.2052	5.0296	5.3827	4.5676	4.1385	4.7359	5.6476	3.6865	2.5373	3.3183	6.2556	3.2281	5.7622	6.1138	6.4685	4.2767	7.0896	5.6145	4.7948	7.706	6.453	5.9029	7.0157	4.5129	6.2421	4.4437	6.4127	6.8319	6.0891	4.4622	7.1151	7.0885	7.3993	4.3823	3.3476	3.6787	5.6139	6.1949	5.7782	4.702	6.3161	8.9356	5.9015	4.5583	0.45121	8.2045	4.7766	
unknown				sugar disaccharide					2609	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										26.894	17.0449	23.006	24.5173	19.7294	26.0935	20.424	28.4529	24.072	21.4451	20.0856	27.6872	10.664	21.5676	26.1633	27.8576	23.6811	24.152	24.1139	19.7582	13.7464	19.6113	22.9106	23.5786	22.4231	22.8102	21.0432	26.3362	12.4685	23.3064	21.9968	23.6936	11.7371	23.2312	20.5505	22.6618	19.4428	22.2468	16.2967	23.5601	19.4844	21.0587	24.6641	19.8337	22.2782	28.9286	25.5733	20.8677	22.4076	18.9571	
CHEBI:17992	C12H22O11	OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1	Sucrose					2619	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										3645.0457	3699.22938	2320.11249	1717.5238	2578.69689	1456.1874	2336.8414	3323.2022	2350.2311	2739.636	1863.614	2687.5308	1816.94722	3314.9314	2031.9381	2842.9313	2629.9088	1839.1654	1712.1522	1822.0423	1044.938692	1697.51118	2265.8188	2175.8958	1435.51514	1528.37069	1917.4045	1649.9803	1171.2049	1676.3222	1463.81616	2719.3448	1520.039906	1935.1332	1748.09476	1645.4018	1977.8826	2752.2973	2138.45313	2468.5588	2281.0752	2868.9479	2402.4378	2714.7958	3061.1052	3271.5851	2538.2381	4084.4765	2520.3872	2545.2051	
unknown				PR-MST					2725	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										48.4462	21.5877	12.7204	14.6762	11.573	13.1377	14.0059	28.878	13.5885	9.9703	11.0985	38.88	7.4085	22.821	16.2319	29.4291	14.6274	16.6828	10.0965	15.5471	5.5501	8.2593	15.5874	9.1142	21.0198	7.4895	7.9799	16.3589	4.3602	8.1362	10.6376	24.1766	5.7443	12.7895	9.0398	15.2169	6.0384	9.5013	7.3498	11.4165	7.6169	10.3804	14.3715	6.4548	10.5438	25.1283	17.7347	3.1934	12.1726	6.78	
CHEBI:16551	C12H22O11	C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O	InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12-/m1/s1	Trehalose					2728	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										8.1088	6.2504	13.3654	9.4519	9.2571	7.8844	10.9036	11.1873	12.5364	12.3317	9.5917	9.3637	5.1088	7.8066	11.8983	12.8956	11.8721	11.4137	12.319	6.1296	4.8871	8.0933	10.1726	10.5114	6.3943	9.9369	9.5904	9.0007	5.045	9.7363	7.4698	7.7502	4.7203	8.7984	8.8764	7.141	6.6165	15.0491	8.6243	10.5402	11.4178	14.0785	14.332	12.7795	13.4402	11.8369	12.7286	12.5327	14.18	10.4067	
unknown				sugar disaccharide					2730	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										5.9945	6.3823	5.4186	7.7968	5.2385	7.0257	6.8757	6.5357	4.8574	6.6875	4.3574	6.182	3.9681	7.6907	5.2313	8.0649	6.2937	3.9751	4.2523	9.4307	5.9036	4.21	5.7536	4.8334	8.8544	2.6534	3.62	4.147	2.1174	5.4057	7.9344	6.8538	4.4932	4.0605	3.821	12.8692	3.564	5.7471	6.7688	4.1771	3.6282	7.3958	6.8669	6.0647	6.865	7.1742	4.1804	7.2643	4.2586	5.8461	
unknown				sugar disaccharide					2742	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										9.5226	2.6394	6.4638	3.7744	4.8309	3.977	5.0704	7.2942	5.6633	3.9663	5.6507	10.5039	2.9254	4.0432	6.6515	8.2729	4.6535	6.0496	5.0592	3.4051	1.7481	4.4203	4.5509	5.3744	3.3478	5.4572	5.1336	5.1968	2.768	3.125	3.5245	4.1128	1.0397	6.0134	4.2931	2.8444	4.5757	5.024	3.3033	5.1671	5.32	5.3341	6.1109	4.497	6.0176	5.2782	6.9017	5.244	6.6822	4.6452	
unknown				MST					2746	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										16.5342	9.5201	11.0402	11.8427	10.024	13.1885	11.1492	16.2788	13.1985	11.0396	9.7471	22.1896	6.3192	14.0312	15.7541	15.7573	13.2423	13.2139	12.165	10.9303	7.2226	10.3052	11.9337	10.4829	14.4691	11.3767	11.366	13.6031	5.3956	11.6615	13.3608	15.0344	5.3582	12.3783	10.1817	14.2264	9.4076	13.0087	7.7707	13.5771	10.4796	11.5399	15.1427	10.4403	12.2073	18.8055	16.468	17.1522	11.4918	9.7392	
unknown				sugar disaccharide					2752	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										4.4569	2.5457	3.0922	2.7422	2.792	2.4177	2.9974	3.855	3.4871	2.7779	2.5388	5.0382	2.1768	3.1679	2.5793	4.3337	3.5895	3.0983	2.715	2.3671	1.7204	2.6773	2.6294	3.4254	2.0934	2.3191	2.4334	2.814	2.1027	2.6298	2.051	3.3829	1.5894	0.028855	2.6671	2.4902	2.0097	3.9208	2.5792	3.1154	2.7168	3.5379	4.0468	3.1798	3.6933	3.7941	5.0028	4.0937	3.5798	3.0948	
unknown				polyol					2764	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										4.845	2.6584	2.2181	0.91778	3.1416	0.88531	2.5736	4.0769	2.6878	3.4573	1.5621	2.6149	2.3484	3.9453	1.0691	4.3131	4.0339	0.67045	1.2399	0.89602	1.2088	0.7946	2.2631	2.2324	0.62848	0.83071	1.4168	0.913	1.3706	0.93771	0.38703	2.2163	1.7833	1.3412	1.6024	0.85761	1.9562	3.0009	4.4998	2.4969	2.9224	4.6485	3.4098	3.1581	5.5914	4.4024	3.3902	4.1316	2.8415	4.024	
unknown				MST					2772	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										5.0006	3.2842	5.5907	4.0398	4.4585	5.503	5.1309	5.9652	5.6817	4.1531	3.9315	6.1428	2.509	4.5368	7.076	5.2644	4.9837	8.5458	8.0918	5.5832	2.9908	5.3381	6.4494	6.2811	5.1446	7.4563	5.8951	5.7177	3.4017	6.5217	5.2522	5.4788	2.3308	6.0573	5.5445	5.1552	4.7631	4.7694	3.7172	6.3391	4.9814	4.3284	6.938	5.95	4.3479	5.0177	7.0083	4.9958	5.8256	4.3848	
CHEBI:31014	C24H47O2-	CCCCCCCCCCCCCCCCCCCCCCCC([O-])=O	InChI=1S/C24H48O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26/h2-23H2,1H3,(H,25,26)/p-1	Tetracosanoate					2830	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										2.2122	2.6748	1.6844	2.0466	1.7357	2.2928	1.4471	1.9729	1.9621	1.3753	1.5832	2.4421	2.1838	2.4502	2.004	1.9143	1.9361	2.1961	1.735	2.5246	2.5673	1.9918	2.0325	1.4816	2.8706	1.7803	1.5273	2.0642	2.0087	2.0416	2.4287	2.1321	1.8404	2.0316	1.6935	2.4547	1.4245	1.9777	1.75	2.1262	1.3839	1.9419	2.1975	1.8062	2.1331	2.5651	2.0696	2.2416	2.0776	1.92	
unknown				sugar disaccharide					2903	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										8.4394	6.9557	13.4813	14.342	12.8999	11.659	10.4028	10.9392	11.6132	14.6287	10.5508	9.2664	6.6321	10.3935	13.8932	9.0435	14.7241	10.865	14.8311	9.1242	7.4754	11.3736	9.3971	12.4374	8.7154	13.6005	12.2663	9.6765	7.8386	13.644	12.0536	9.8077	8.2928	9.6855	16.4456	11.4747	11.3702	15.0181	15.5406	12.9982	17.0923	13.8871	12.5418	15.452	13.4653	10.5857	10.519	10.2942	15.0233	14.7561	
unknown				MST					2932	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										61.2429	22.6351	16.4993	19.2084	14.5303	17.2309	19.5462	35.6683	22.4862	15.2266	14.2158	49.7094	8.686	26.3847	24.8541	40.6521	25.3952	22.8842	13.8587	20.2773	8.3953	11.4917	19.6157	12.4914	27.0887	10.6225	13.1849	23.6099	5.0673	12.7797	16.1855	27.2232	6.0642	17.3373	12.2835	22.8282	7.7395	19.2091	12.8636	21.3885	13.7426	20.442	27.9843	13.6712	18.38	36.4583	27.3796	3.6868	20.8736	13.3791	
CHEBI:17505	C12H22O11	C(C1C(C(C(C(O1)OC2C(C(C(C(C2O)O)O)O)O)O)O)O)O	InChI=1S/C12H22O11/c13-1-2-3(14)4(15)10(21)12(22-2)23-11-8(19)6(17)5(16)7(18)9(11)20/h2-21H,1H2/t2-,3+,4+,5?,6-,7+,8+,9+,10-,11?,12-/m1/s1	Galactinol					2979	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										54.7803	30.69055	49.9192	43.5177	37.422	41.1415	42.4774	51.0608	44.9893	42.9524	38.272	50.3424	27.6534	42.611	47.767	58.4104	46.3305	42.8041	42.938	29.39911	19.8056	31.9205	39.2149	40.064	31.3806	36.0309	36.0466	38.3822	19.1476	37.3955	32.9944	39.8363	18.44696	39.6958	35.0805	34.1798	30.3255	42.2778	34.2659	42.9863	37.2804	42.1655	44.7614	39.928	40.2459	44.8988	43.2583	40.0057	44.1227	35.3592	
CHEBI:35366				Fatty acid					3028	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										5.5752	5.7413	3.0008	3.7249	2.7557	3.8454	2.4739	4.3239	4.6818	2.2869	3.027	5.8214	2.9653	5.8571	4.0765	4.2448	3.8073	4.3877	3.0297	5.6908	4.1153	3.0855	4.0231	2.6589	6.4571	3.0591	2.806	3.9704	3.4574	3.8447	4.3745	4.7274	3.5283	3.6738	2.7535	6.0955	2.6085	3.9885	2.4262	4.3474	2.7393	3.3815	4.3647	2.8429	3.2647	5.3158	4.8665	5.752	3.5839	3.1512	
CHEBI:16027	C10H14N5O7P	C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O	InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1	Adenosine-5-monophosphate					3049	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										5.3713	2.54	2.4813	3.2865	2.1859	3.3923	2.3002	4.0845	3.1794	2.3936	2.2067	6.3979	1.2523	4.0703	3.9714	4.1611	2.8595	3.9162	3.0081	3.9578	2.1325	3.4293	3.7295	2.3187	3.7282	2.6236	2.5223	3.6524	1.5267	2.8651	3.8459	4.5581	1.3221	3.6498	2.6315	4.5562	2.3032	3.1601	1.7706	3.3925	2.2499	2.7924	4	2.2989	2.7648	5.8582	5.0738	2.6405	3.0091	2.4977	
unknown				MST					3089	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										24.0337	21.062	25.1068	14.7532	21.4905	10.8169	20.1291	17.4532	23.0256	24.044	17.3268	22.3235	15.2809	24.4523	13.0906	21.0042	19.1636	15.291	14.5227	12.9508	10.1867	9.5916	15.8384	18.8112	6.5452	11.2391	16.3927	8.4347	9.3297	11.8654	7.7837	12.773	10.4006	14.8817	19.1573	11.7581	9.775	7.4977	7.9542	6.4909	6.1715	6.2232	5.2162	7.1641	7.533	6.3751	5.6181	3.5707	7.6274	8.6137	
unknown				MST					3113	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										7.4168	6.0327	12.1438	11.6076	11.1634	9.6802	8.1863	9.2097	10.4163	12.3788	10.0682	9.3274	3.5117	10.406	11.0755	7.9937	12.3578	9.8675	10.6968	6.727	4.7047	8.6313	6.1746	9.8368	6.7271	11.3645	8.9338	7.4558	6.6633	12.8594	10.1479	6.0864	7.1674	7.171	13.282	9.7041	7.6533	8.8008	7.6836	7.5353	8.5981	7.2552	7.2846	8.574	9.2582	5.1667	5.7692	5.2909	10.4251	7.6965	
CHEBI:22470	C29H50O2			alpha-Tocopherol					3151	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										0.87627	0.85416	0.45249	0.57234	0.32462	0.69104	0.58504	0.7932	1.2538	0.45681	0.44461	0.76399	0.37096	1.0215	0.84647	1.1568	0.88886	1.0378	0.60507	1.3323	1.061	0.53782	1.135	0.84904	1.9458	0.76089	0.98545	1.3404	0.82884	1.0561	1.1325	1.2119	0.88281	1.1902	0.82557	1.3605	0.84549	1.1799	0.85533	1.2805	1.0328	1.097	1.0845	1.0822	1.3513	2.0855	1.4168	1.6552	1.5827	0.86267	
CHEBI:16113	C27H46O	CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C	InChI=1S/C27H46O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9,18-19,21-25,28H,6-8,10-17H2,1-5H3/t19-,21+,22+,23-,24+,25+,26+,27-/m1/s1	Cholesterol					3182	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										136.1818	126.46848	77.884	90.5921	72.2154	95.621	78.4414	116.322	103.6031	73.8743	75.3134	151.4172	52.9824	123.6085	104.3146	113.7359	99.2675	106.794	81.9092	140.6886	103.9477	86.0503	109.6715	81.6071	155.3027	84.1188	89.2605	109.4264	83.56298	93.1533	115.6806	137.2685	86.25472	102.4833	80.0551	139.1952	85.0878	92.4099	67.6564	101.4788	75.96477	88.7139	103.1337	72.9454	90.409	128.5406	118.287	142.8059	85.5376	83.0331	
CHEBI:28623	C28H48O	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@@H](C)C(C)C	InChI=1S/C28H48O/c1-18(2)19(3)7-8-20(4)24-11-12-25-23-10-9-21-17-22(29)13-15-27(21,5)26(23)14-16-28(24,25)6/h9,18-20,22-26,29H,7-8,10-17H2,1-6H3/t19-,20-,22+,23+,24-,25+,26+,27+,28-/m1/s1	Campesterol					3293	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										30.4531	27.624	19.0927	21.3684	16.4242	20.7665	17.7294	24.4023	26.5528	18.2072	16.9015	31.813	15.5611	31.1976	24.2537	26.5299	21.7828	22.4547	16.8455	33.1493	24.776	16.8334	24.0078	19.2402	37.7306	17.4938	19.0417	22.894	18.2304	21.253	25.2249	27.1155	18.7506	23.381	16.958	28.7477	16.0754	21.7763	12.2758	23.7565	16.5834	19.7463	23.7052	16.3419	18.6965	30.2117	28.2424	32.655	20.9638	16.4305	
CHEBI:16634	C18H32O16	OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O	InChI=1S/C18H32O16/c19-1-5-8(22)11(25)13(27)16(31-5)30-3-7-9(23)12(26)14(28)17(32-7)34-18(4-21)15(29)10(24)6(2-20)33-18/h5-17,19-29H,1-4H2/t5-,6-,7-,8+,9-,10-,11+,12+,13-,14-,15+,16+,17-,18+/m1/s1	Raffinose					3365	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										13.0301	12.1432	16.3333	10.9526	8.9701	7.1413	13.9347	10.9456	12.7127	11.0536	8.3468	11.5596	5.4842	14.1184	10.3236	25.4738	12.6332	11.3854	14.4079	7.8692	5.7662	6.3822	15.2866	11.1574	6.7904	7.5272	7.6547	4.6517	3.8396	6.9296	4.4658	6.8633	8.547	9.7348	14.3332	4.9688	4.6797	14.4031	10.2001	8.7256	10.901	8.5068	9.3801	16.3126	10.9109	8.6693	8.6659	7.0767	12.9091	8.5576	
CHEBI:27693	C29H50O	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@@H](CC)C(C)C	InChI=1S/C29H50O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h10,19-21,23-27,30H,7-9,11-18H2,1-6H3/t20-,21-,23+,24+,25-,26+,27+,28+,29-/m1/s1	beta-Sitosterol					3376	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/3702	Arabidopsis thaliana										132.295175	121.5117	78.6273	93.4104	71.0001	98.4102	74.9437	110.1478	106.6979	74.9221	73.8424	135.8224	97.8043	127.79871	106.586	106.16798	90.0634	98.0036	79.4465	137.58532	99.0885	76.9448	100.17664	79.7322	149.5914	78.5907	76.0811	94.9674	74.9486	86.1168	100.75295	112.12675	77.4152	93.8289	76.8113	133.2335	71.0919	90.3043	66.04986	101.34338	75.3574	80.469	100.32884	75.9481	83.7172	127.503931	113.3432	137.23629	89.3268	74.1173	
